1,0.181539902,0.093327045,0.097929033,0.369924829,0.187216935,0.25462005,0.117603657,0.1734686,0.101040961,0.101222615,0.306570391,0.089363085,0.182420417,0.076470698,0.094053023,0.687652316,0.256327023,0.071060383,0.102596409,0.114131264,0.076558499,0.315360883,0.416116642,0.123397846,0.139863323,0.089516565,0.443003056,0.082540126,0.25462005,0.129150827,0.084979598,0.176574853,0.137268585,0.101644466,0.232128803,0.072173195,0.139863323,0.140189829,0.156686306,0.380077606,0.073249644,0.117603657,0.578996513,0.139852957,0.093327045,0.139863323,0.079987551,0.368552496,0.202779596,0.118685393,0.150767734,0.182420417,0.075714804,0.105407622,0.132977206,0.092438661,0.074874301,0.139863323,0.097933264,0.082641928,0.08736977,0.202779596,0,0.139863323,0.123397846,0.216967805,0.074874301,0.133384695,0.139852957
0.181539902,1,0.191332282,0.202417511,0.152359767,0.160685334,0.202455138,0.070995541,0.080809149,0.210007014,0.182326945,0.217266958,0.079254402,0.172844303,0.17227425,0.084215392,0.251098244,0.210181245,0.175421231,0.093501946,0.088043469,0.172502684,0.084214944,0.174596064,0.229042513,0.112264263,0.182280889,0.082212112,0.188435987,0.202455138,0.068192519,0.06278609,0.151983227,0.842650446,0.183189905,0.072352524,0.072692765,0.112264263,0.164204794,0.105999769,0.157177366,0.073978094,0.070995541,0.093501946,0.074926036,0.191332282,0.112264263,0.082212112,0.079081031,0.14437925,0.092195872,0.181661737,0.172844303,0.076957721,0.190931258,0.109771771,0.082503864,0.075944401,0.112264263,0.202421201,0.188708155,0.077177521,0.14437925,0,0.112264263,0.229042513,0.382288715,0.075944401,0.25102601,0.074926036
0.093327045,0.191332282,1,0.267888363,0.44240311,0.075315817,0.102945407,0.030050089,0.040845862,0.106369837,0.267714175,0.123515549,0.04014663,0.073850066,0.240196585,0.042370859,0.140606912,0.119871432,0.074834189,0.046454496,0.04969838,0.080297599,0.042370659,0.081174552,0.129525101,0.061604366,0.093673867,0.037284877,0.260265616,0.102945407,0.031593734,0.03653336,0.079368116,0.144893926,0.105765495,0.037000817,0.033446649,0.061604366,0.420946841,0.066457233,0.073825975,0.03397233,0.030050089,0.046454496,0.034356721,0.603260341,0.061604366,0.037284877,0.080667674,0.087281464,0.05178629,0.093192163,0.073850066,0.035180462,0.245944089,0.119959855,0.041604703,0.034768873,0.061604366,0.102931327,0.087016076,0.039205409,0.087281464,0,0.061604366,0.129525101,0.231104668,0.034768873,0.140573002,0.034356721
0.097929033,0.202417511,0.267888363,1,0.195444981,0.078991282,0.108573445,0.031878485,0.043198289,0.112389137,0.193645043,0.129754388,0.042416838,0.078002802,0.167710919,0.044907533,0.148748703,0.125738622,0.079101126,0.04952139,0.052381582,0.08448872,0.044907309,0.085459961,0.136402464,0.065781186,0.098310711,0.039706307,0.182521258,0.108573445,0.033315453,0.03796285,0.082672014,0.153555052,0.11030708,0.038920732,0.035382428,0.065781186,0.20178471,0.069981943,0.077353888,0.035971124,0.031878485,0.04952139,0.036402499,0.267888363,0.065781186,0.039706307,0.047316484,0.093463921,0.054706505,0.097800896,0.078002802,0.03732844,0.483582346,0.0723301,0.044048103,0.036865618,0.065781186,0.108557625,0.091959466,0.041367673,0.093463921,0,0.065781186,0.136402464,0.247474634,0.036865618,0.148710469,0.036402499
0.369924829,0.152359767,0.44240311,0.195444981,1,0.052686728,0.075108458,0.102949568,0.156019653,0.07733847,0.203739349,0.09548053,0.077302249,0.048466404,0.166990563,0.081100066,0.107237859,0.092933129,0.049044168,0.087956507,0.101084362,0.055821225,0.288271559,0.375673906,0.099651635,0.122261109,0.068996935,0.405294458,0.179432042,0.075108458,0.11511383,0.076407716,0.154859461,0.110137737,0.082927595,0.071852015,0.060941258,0.122261109,0.537677683,0.141381786,0.344852739,0.06179374,0.102949568,0.531352878,0.124046214,0.733350588,0.122261109,0.067089662,0.36915903,0.179920851,0.104871962,0.126938001,0.048466404,0.063738322,0.186992056,0.158052688,0.079794086,0.063074903,0.122261109,0.075099931,0.059985722,0.075680077,0.179920851,0,0.122261109,0.099651635,0.179911232,0.063074903,0.107215821,0.124046214
0.187216935,0.160685334,0.075315817,0.078991282,0.052686728,1,0.407233001,0.020675042,0.031254956,0.081476217,0.086031076,0.260209366,0.0307526,0.798508947,0.058532385,0.032348467,0.294001555,0.394495666,0.051685208,0.035250988,0.040132414,0.058599292,0.032348324,0.059203947,0.104689045,0.049067596,0.072271175,0.026864903,0.063128428,0.20538756,0.023002465,0.029959922,0.061737156,0.116324432,0.086386635,0.34170541,0.024268599,0.049067596,0.073709059,0.056089475,0.054121048,0.024626783,0.020675042,0.035250988,0.024887316,0.075315817,0.049067596,0.026864903,0.036626372,0.07237544,0.041716562,0.071833048,0.798508947,0.025446129,0.089557351,0.057768693,0.031798969,0.025166468,0.049067596,0.078995665,0.063205854,0.030073609,0.07237544,0,0.049067596,0.104689045,0.191636359,0.025166468,0.113069598,0.024887316
0.25462005,0.202455138,0.102945407,0.108573445,0.075108458,0.407233001,1,0.031885422,0.043206775,0.112410883,0.109826529,0.337365629,0.04242504,0.40214593,0.08439771,0.044916656,0.386759888,0.529656998,0.079117447,0.049532348,0.052390997,0.084504488,0.044916432,0.085476061,0.136426623,0.065795686,0.09832768,0.039715208,0.09185201,0.282304041,0.033321896,0.037968012,0.082684367,0.153585271,0.110323318,0.467103885,0.035389624,0.065795686,0.095423659,0.069993941,0.07736732,0.035978541,0.031885422,0.049532348,0.036410081,0.102945407,0.065795686,0.039715208,0.047324262,0.093484845,0.054716725,0.097817775,0.40214593,0.037336381,0.114770598,0.072342881,0.044056903,0.03687338,0.065795686,0.108578013,0.091977879,0.041375502,0.093484845,0,0.065795686,0.136426623,0.247530037,0.03687338,0.148738907,0.036410081
0.117603657,0.070995541,0.030050089,0.031878485,0.102949568,0.020675042,0.031885422,1,0.740343285,0.033138327,0.034553596,0.041479725,0.087677143,0.018700805,0.022237649,0.093470344,0.04828439,0.040067714,0.018996465,0.104417307,0.304096983,0.022269024,0.185773191,0.11869604,0.043838048,0.152855607,0.028566496,0.149768775,0.024432996,0.031885422,0.511762624,0.083142619,0.362227381,0.050039622,0.034723435,0.07967828,0.066156775,0.152855607,0.102963979,0.170345561,0.106344172,0.067394649,0.313075329,0.207531551,0.834641605,0.030050089,0.152855607,0.075354577,0.206020423,0.4576512,0.124106046,0.205428232,0.018700805,0.070263334,0.036249767,0.251559255,0.091459257,0.069278856,0.152855607,0.031880523,0.024470664,0.085259257,0.236173215,0,0.292631297,0.043838048,0.089195706,0.069278856,0.048270773,0.56508657
0.1734686,0.080809149,0.040845862,0.043198289,0.156019653,0.031254956,0.043206775,0.740343285,1,0.044809564,0.043193212,0.051425227,0.118560704,0.031089556,0.033496715,0.125933554,0.059382236,0.049757585,0.031551701,0.139719641,0.398066674,0.033541217,0.25029421,0.178653715,0.054197003,0.185921373,0.038925266,0.222422106,0.036619755,0.043206775,0.768887787,0.104323651,0.497715677,0.061414084,0.043396704,0.10829265,0.099029136,0.185921373,0.124417549,0.194931648,0.160925381,0.100771934,0.517810975,0.277695668,0.84431607,0.040845862,0.185921373,0.111909333,0.276094251,0.499105633,0.152886329,0.245901645,0.031089556,0.104803632,0.045221769,0.294186289,0.12338482,0.103427546,0.185921373,0.04320008,0.036672689,0.115469732,0.264958578,0,0.34327459,0.054197003,0.100067094,0.103427546,0.059365991,0.84431607
0.101040961,0.210007014,0.106369837,0.112389137,0.07733847,0.081476217,0.112410883,0.033138327,0.044809564,1,0.112821882,0.133978555,0.043969277,0.080843991,0.087223083,0.046651161,0.154325239,0.129701499,0.704034697,0.051649756,0.054208186,0.087337067,0.046650919,0.533882735,0.141077753,0.068686623,0.359320588,0.041384674,0.095207868,0.112410883,0.034489707,0.038913822,0.084879965,0.159504661,0.113346181,0.040224187,0.036709579,0.068686623,0.097918024,0.072376655,0.079735371,0.037343508,0.033138327,0.051649756,0.037808685,0.106369837,0.068686623,0.041384674,0.048802361,0.097783356,0.056701915,0.100918111,0.080843991,0.038808329,0.118045499,0.074891135,0.045724645,0.038308533,0.068686623,0.11239382,0.095343029,0.042843099,0.097783356,0,0.068686623,0.141077753,0.258911674,0.038308533,0.154283897,0.037808685
